ID;string|mean_volcashin_w11_w4;float|mean_volcashout_w11_w4;float|mean_volmerpay_w11_w4;float|mean_balomend_w11_w4;float|mean_volbillpay_w11_w4;float|mean_nbcontactcallin_w11_w4;float|mean_nbcall_w11_w4;float|mean_nbcontactcallout_w11_w4;float|mean_volcashin_w25_w12;float|mean_volcashout_w25_w12;float|mean_volmerpay_w25_w12;float|mean_balomend_w25_w12;float|mean_volbillpay_w25_w12;float|mean_nbcontactcallin_w25_w12;float|mean_nbcall_w25_w12;float|mean_nbcontactcallout_w25_w12;float|mean_volcashin_w25_w0;float|mean_volcashout_w25_w0;float|mean_volmerpay_w25_w0;float|mean_balomend_w25_w0;float|mean_volbillpay_w25_w0;float|mean_nbcontactcallin_w25_w0;float|mean_nbcall_w25_w0;float|mean_nbcontactcallout_w25_w0;float|std_balomend_w25_w0;float|std_nbcall_w25_w0;float|age;integer|MEAN_VOLCASHIN;float|MEAN_VOLP2PIN;float|MEAN_VOLOTHERIN;float|MEAN_VOLCASHOUT;float|MEAN_VOLP2POUT;float|MEAN_VOLOTHEROUT;float|MEAN_BALOMEND;float|MEAN_BALATEND;float|MEAN_WCASHIN;float|MEAN_WCASHOUT;float|MEAN_WCHARGECASH;float|MEAN_WP2PIN;float|MEAN_WP2POUT;float|MEAN_WCHARGEOM;float|MEAN_WMER;float|MEAN_WBILL;float|RATIO_ACT_LOW;float|SUM_NBSMS;integer|DEVICETYPE;string|DEVICE_NBSMS;string|MMOLD;integer|MMOLD_DISC;string
610001267|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|42.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|other_device|other_device_NBSMS=0|20.58064516|6m-2y
610002106|0.0|0.0|0.0|3500.0|0.0|1.1333333333333333|0.0|0.0|0.0|0.0|0.0|3250.0|0.0|1.0714285714285714|1.3571428571428572|1.0|0.0|0.0|0.0|3393.939393939394|0.0|1.0909090909090908|0.6060606060606061|0.4545454545454545|609.2717958449423|1.390579778801677|59.0|0.0|0.0|0.0|0.0|0.0|0.0|3393.939393939394|535.8484848484849|0.0|0.0|0.006060606060606|0.0|0.0|0.0|0.0|0.0|0.0303030303030303|19|feature_phone|feature_phone_NBSMS>12|21.12903226|6m-2y
610004646|0.0|0.0|0.0|0.0|0.0|0.6|3.1333333333333333|0.6666666666666666|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4848484848484848|1.5454545454545454|0.4242424242424242|0.0|3.816828764587405|43.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4841.818181818182|0.0|0.0|0.009090909090909|0.0|0.0|0.0|0.0|0.0|0.0|13|other_device|other_device_NBSMS>12|10.93548387|6m-2y
610005264|350043.4782608696|73773.91304347826|6347.826086956522|1556.5217391304348|6956.521739130435|9.91304347826087|17.434782608695652|14.130434782608695|345714.28571428574|113738.57142857143|76747.14285714286|2874.285714285714|0.0|7.642857142857143|13.0|8.928571428571429|316365.85365853657|82905.85365853658|31474.634146341465|15752.682926829268|3902.439024390244|9.097560975609756|16.146341463414632|12.317073170731708|88226.50483342264|7.945316153589347|45.0|316365.85365853657|47804.87804878049|0.0|82905.85365853658|235956.0975609756|35377.07317073171|15752.682926829268|5631.731707317073|0.4697499999999999|0.1558536585365854|0.0585365853658536|0.0936585365853658|0.2326829268292683|0.0051219512195121|0.0792682926829268|0.008780487804878|0.3170731707317073|1490|other_device|other_device_NBSMS>12|6.80645161|6m-2y
610006952|0.0|0.0|0.0|0.0|0.0|14.6|21.066666666666663|12.0|0.0|0.0|0.0|0.0|0.0|17.428571428571427|23.857142857142858|9.714285714285714|0.0|0.0|0.0|0.0|0.0|15.151515151515152|19.696969696969692|9.575757575757576|0.0|15.565355859417512|28.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|376.6666666666667|0.0|0.0|0.2087878787878788|0.0|0.0|0.0|0.0|0.0|0.0|2499|other_device|other_device_NBSMS>12|21.12903226|6m-2y
610007264|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|28.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|other_device|other_device_NBSMS=0|21.12903226|6m-2y
610009859|0.0|0.0|0.0|73000.0|0.0|0.0|0.3333333333333333|0.2666666666666666|0.0|0.0|0.0|67785.71428571429|0.0|0.1428571428571428|0.2857142857142857|0.2857142857142857|0.0|0.0|0.0|70787.87878787878|0.0|0.1212121212121212|0.2727272727272727|0.2424242424242424|12707.66888476594|0.7190587281616534|59.0|0.0|0.0|0.0|0.0|0.0|0.0|70787.87878787878|166.06060606060606|0.0|0.0|0.009090909090909|0.0|0.0|0.0063636363636363|0.0|0.0|0.0303030303030303|0|other_device|other_device_NBSMS=0|21.77419355|6m-2y
610010073|0.0|0.0|0.0|50.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|46.42857142857143|0.0|0.0|0.0|0.0|0.0|0.0|0.0|48.48484848484848|0.0|0.0|0.0|0.0|8.70388279778489|0.0|35.0|0.0|0.0|0.0|0.0|0.0|0.0|48.48484848484848|11891.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0303030303030303|0|other_device|other_device_NBSMS=0|21.83870968|6m-2y
610010105|367913.04347826086|223391.30434782608|42391.30434782609|2827.391304347826|6956.521739130435|7.086956521739131|54.91304347826087|25.30434782608696|181357.14285714287|147857.14285714287|18750.0|11009.285714285714|0.0|7.071428571428571|39.71428571428572|17.642857142857142|281560.9756097561|182560.9756097561|31768.29268292683|20322.926829268294|3902.439024390244|7.853658536585366|52.073170731707314|23.92682926829268|69276.3479927999|33.030584496722454|31.0|281560.9756097561|37317.07317073171|0.0|182560.9756097561|86975.60975609756|40548.78048780488|20322.926829268294|903.7560975609756|0.7202439024390244|0.3407317073170732|0.7075609756097562|0.0097560975609756|0.0292682926829268|0.1460975609756097|0.4946341463414634|0.008780487804878|0.3414634146341463|142|other_device|other_device_NBSMS>12|19.77419355|6m-2y
610010245|0.0|0.0|0.0|0.0|0.0|6.933333333333334|8.066666666666666|5.333333333333333|0.0|0.0|0.0|0.0|0.0|9.928571428571429|17.142857142857142|8.857142857142858|0.0|0.0|0.0|0.0|0.0|7.363636363636363|10.93939393939394|6.181818181818182|0.0|10.102411203332208|23.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1515.4545454545455|0.0|0.0|0.0854545454545454|0.0|0.0|0.0|0.0|0.0|0.0|48|feature_phone|feature_phone_NBSMS>12|17.29032258|6m-2y
